Gene	CYFZ	FY2H	FLWA	453W	684C	CZJE	925L	9JD4	G4YW	4DUY	36TS	CR3L
RPL7AP64	3.413423	10.871	4.648628	5.166389	4.313732	8.911411	8.960657	9.29577	12.99751	16.43748	9.394148	5.029138
RP11-362F19.2	0.255354566068714	0.832415942998917	0.0953768246630728	0.0911147739832698	1.45014947002869	1.04434308272976	1.10135460237262	0.552998654588349	1.41601671284252	0.419023582025768	0.413245422186703	0.684926077193986
CDC42EP1	1.47272	4.388255	9.715479	3.180995	5.673114	2.649808	4.977864	6.338552	4.786072	3.054731	4.541409	3.784784
STAB1	17.4461957253187	28.950382448833	34.6257034854776	36.9773035405969	28.2806918778065	19.8692173274644	20.5888212891654	24.4616306689049	30.2628137534615	17.9296703981567	34.4367952355408	29.4369851405463
TDRD6	1.47241068247999	1.35001456163337	0.451166537388422	0	1.36639904498757	0	1.57605636791	0.726251845518272	1.04988308336994	0.644340589852966	0.17730013101678	0.578996557732528
TMEM150B	3.672842	5.419212	5.649566	12.6774	7.977921	2.359941	4.273711	6.734453	7.864081	3.020647	6.116512	8.588865
ASGR1	14.33912	6.788999	13.64853	10.1434	10.06265	11.4182	12.66476	9.958861	14.23315	7.607644	10.49005	11.32198
CLEC4D	14.8851815920527	28.0940158711417	19.3226405634974	33.7893528846932	21.5211634309578	14.1803417671321	14.8769517458475	16.1434254121167	22.4335917872952	16.0035691799457	28.7261658818532	19.181895553562
CD163	79.462330651589	103.605440728402	109.479719334446	100.826982154351	118.517242211894	110.617003487182	117.594255206449	88.1208855101158	127.686589300535	65.9186933196938	75.6458306492362	111.425774538963
RP11-1319K7.1	4.07150872850005	6.25263649709184	1.54678443256597	7.03339297297644	5.87542847712672	8.37769410427887	12.6028148581656	4.72327976112601	6.35606843195525	3.44399063273428	12.6698905748724	10.2193691405921
MCEMP1	36.7833	48.91441	62.19211	77.86551	35.48205	62.12671	49.34801	13.37639	42.86798	29.69942	89.24258	118.1012
RP11-597D13.9	11.0736007906577	12.1746907674608	11.4246691613365	2.75012222481294	11.8515230990689	7.57347029801994	21.528406655644	13.3546820787194	19.206667705109	12.0760113857925	5.9657455175424	6.41089322848903
LPAR1	8.00515831691129	12.6835718360496	5.5915321490086	7.19835661172747	8.76052105990789	2.36701076846528	5.51286769645135	5.75272620739049	12.6769894119279	3.78419375462642	6.49508028703909	5.5683940963468
LGALS12	8.89992305110392	8.91779724077594	7.33744423035564	8.21904977700758	12.7429369577803	12.0751041149651	13.5138173058156	10.85147491753	9.51465388237531	4.65936944455351	10.1159812604032	12.5526187732747
FAM198B	20.1907549176157	49.9162916523326	27.1514828546588	33.6731927444462	21.0231659493328	22.5936887572145	32.1020557449509	21.5586716587566	43.1290184989525	29.4534549951357	23.0459229659693	22.2359009892103
AC011380.8	7.27249232991635	5.66882850410271	9.33940293285803	6.46716566551648	6.99255726077422	5.18166658619482	17.2093359062902	12.3997144898564	11.426913820773	9.91158567685587	11.4122273982451	13.3192441802735
RP11-497H16.7	30.616667000679	48.5207507600448	50.921852226421	35.8526731171954	28.0794523622829	48.7081779051	26.59266494051	24.4312557822447	40.4717122285791	33.1337977524522	37.8987278263649	25.4076325504873
RP11-848G14.5	9.94783372744407	9.65507903170091	16.719043521357	11.0104921373017	16.974493158404	6.18934393921442	8.10802200873327	9.53659566845302	17.9412817068556	17.3186972875533	8.34534551699999	5.69847595572865
SLC46A2	19.2978086276512	44.454614371798	30.1019684590782	22.2438842947907	46.053796377058	36.3232797998479	34.5301528333913	36.5215407212618	31.4104644441524	30.4786241461783	28.2452895759253	16.1839281734406
FOLR2	16.0061355901159	21.3037911096346	10.873494915661	6.65815528896546	18.6038584180715	17.7398191088729	20.2698983913397	14.1763789860029	23.5465322076764	8.15262436829283	30.5788418792395	16.0168798069649
RP11-848G14.2	10.4944902390957	26.7611324626107	27.0169136137295	24.0778200203725	14.0307310683136	28.1493133443406	15.9593523322694	12.128936757423	16.0335413978711	14.9767889887333	16.8045802547164	18.1061341749136
VCAN	189.523870706489	319.93476254766	354.920471724341	381.641442909309	316.259043272005	323.809492019358	432.831204630001	267.380174168305	448.727161292665	345.616872754362	450.802565464189	437.929444913654
RNASE4	10.42247	16.17994	20.13009	21.8758	16.69727	19.52808	16.49975	17.91955	17.32428	12.8227	10.88623	15.22604
LRP1	28.19728	35.80035	41.42039	43.98516	28.95977	32.20761	25.76875	39.84157	37.14671	20.12141	32.66975	30.3426
HOMER3	4.086767	6.133875	10.44589	3.646342	5.737559	4.062145	5.46384	6.596377	8.281866	4.37482	7.150654	1.617759
RPH3A	21.3842	6.748748	9.906523	6.750303	3.806243	10.50232	16.61603	12.47282	18.26819	18.27122	20.77739	17.92935
CCDC149	1.76754111752675	3.14978788117754	8.56081553880029	3.04282651084715	6.48893429093564	1.88592025374662	2.38592817639874	2.47027863999954	3.60145163820204	1.79139997989952	2.53919115462456	1.35889988780426
ARHGEF10L	21.7655495808467	31.2381358680838	19.2879221978065	16.8030413119789	24.2340363565654	15.025069275022	31.9930056617673	21.2042878153239	21.4739037666746	21.5156402890217	24.999641618284	18.2846316284485
RP11-356N1.2	0.557734664861761	1.5877728279276	13.2946427403696	3.93479838988809	12.7895205659301	6.43455871229509	8.84353288262006	7.32077850736651	11.8199114537125	10.678221262555	7.7985576686603	4.29662143554815
TBC1D2	26.844017838807	25.1637640512075	15.6459457164335	20.5654996771046	21.5531292966918	18.0170631369102	26.3498874352667	20.038680870127	25.364421277277	21.1130923639366	24.8272791345727	17.0888587062317
FBN2	0.976142394512507	1.69112076120191	1.2147312422613	4.54383745319286	1.7379763815143	2.13100701846994	1.66257398326516	1.31792193285495	4.14707795665259	1.62983978509629	1.37996767213447	3.61398772250859
CD93	27.87266	43.95987	36.62657	51.67601	45.65703	44.98256	44.55525	29.84177	42.65802	46.38583	49.21082	45.84766
MGST1	38.23406	53.34051	28.59085	33.95097	33.20828	44.24479	61.886	37.13603	65.61252	32.08962	39.48881	41.01549
RP11-67L14.1	4.77440628134393	1.6239281655486	0.769648139580075	0.0247363329103537	0.24497934463335	0.343848939342923	1.08745564659067	0	0.0917391909189062	0.216180505259103	0.585767047053247	1.42391417989426
SLC2A9	14.3633767551623	16.1192521233732	19.7614096337139	32.9655002143528	19.4220602693346	33.7117314661991	20.2857563360339	12.9220889897538	18.3903354826524	22.1238122323546	19.6531956409345	19.7891032554501
SIGLEC15	3.655498	2.668575	2.701726	2.67614	5.570421	3.572419	1.942899	2.348654	4.066457	2.347492	4.084607	3.71827
MYO7A	0.718717126556705	2.72825802498615	2.61867586002717	3.96891648408199	1.62548534005169	1.83355029202865	2.27040170633028	1.96715522539811	1.8934728972063	2.14940430744322	1.28851114150127	1.91711195914824
CTD-3014M21.1	11.46402	39.6242	43.57661	17.54448	23.76668	3.569398	2.721042	0.667361	1.831593	9.599478	1.326303	3.097429
FCGR1CP	2.63435307502954	20.4089009246958	4.22061722817928	1.98305605504319	2.92587078663724	3.79897303636696	3.48064817318262	7.45977060855133	8.30262715940141	3.171050655464	6.19538180822914	5.19822953157903
CPM	21.62025	15.29473	17.82915	25.05598	29.45294	13.48441	20.31612	13.97491	24.96086	14.54428	18.48178	17.75968
OSCAR	27.67144	48.19221	43.35227	59.44307	53.81687	42.05238	53.88597	45.31044	61.60726	53.01169	51.29707	31.81008
CH17-373J23.1	78.4928118196787	6.02379214796226	8.61291856159791	2.70647798138787	8.1219442535639	4.62340099918387	15.3436102544431	3.62412840810573	11.1742004761531	18.989160077725	13.3593577865769	0.926967881211291
NAIP	35.3740610240248	78.2153496799636	44.9093851673718	79.0865654550694	63.5784240363643	56.4307952341692	57.4672245199439	33.7235056842147	42.4164717017073	35.6707006389821	59.0936442916555	51.8830266671737
SGMS2	3.8654220957638	2.74854563457368	4.54824960300698	4.54243842360067	3.93042425337569	7.53257772953672	6.84056730364216	6.02314712466016	4.89043856463592	4.9920308967415	7.07462009755505	3.43941227877221
CD14	435.164334147301	816.758906949146	537.026687975085	623.615832698298	616.049821546778	605.031967789817	721.544869592589	560.117671433897	683.618975146353	592.377186217014	769.834306658789	497.692158601351
ANO5	1.33137702048561	1.46436045510443	0.494894046389012	1.42379975671896	0.347013663431041	0.426466367461261	0.622246409965128	0.252429043780485	0.285987944466404	0.542192214364129	0.458182431578631	0
F13A1	125.734717944623	345.219217689993	193.228182860213	114.454707079585	122.853941040724	153.913198680251	260.330361387267	195.375863833706	84.3614258186547	144.492841698806	216.927705910589	284.702641785081
TCN2	23.85369	70.41148	22.48194	34.82863	17.84219	13.3782	11.28953	12.31029	19.25472	12.04671	37.47919	19.68199
TMEM176A	83.0453856795448	5.2761205516587	68.4463652760829	53.1109056048448	139.115026894682	77.6118664192632	14.0183105868736	8.34992727778152	22.5549814476345	80.6373197370852	4.14145211764675	61.1294936632312
RP11-903H12.5	0	13.56372	14.40576	8.945964	2.870049	7.418962	7.86205	8.279934	14.09537	3.595199	2.682027	4.912415
EREG	61.3149575997493	4.67852481856685	7.07677967400044	17.5799253342199	7.87278614629733	41.4857821890325	11.8757730953266	4.48825332542489	2.17709219820531	2.06383837430333	28.593259446153	30.9192385814788
LINC00968	1.98898202151719	5.8598099236664	8.02282943231055	2.80630595346128	3.34577913600458	0.60298233173202	2.34957168002736	1.33200832474067	4.94595761898106	1.67377300843274	1.11690143985801	4.14002024188342
RP11-162P23.2	4.089186	2.24561	0	16.47008	12.76706	6.157501	21.88501	3.826222	5.199612	19.5098	1.97647	10.49058
RIN2	30.49269	57.72407	23.20346	20.66351	39.00403	18.47211	29.11585	15.96059	25.58321	18.47565	9.117481	23.03892
TMEM176B	301.277976658775	31.7672740182601	208.845198392172	251.158968883826	547.122421754582	317.594713567078	44.4257907491609	36.1446985340773	91.3527647618727	235.665950628591	11.0239881307835	267.866446846246
CD36	257.224751778916	665.157328161471	415.590642513926	484.301556652465	303.267844109672	277.908573651868	326.763040610748	197.087273600686	313.347881809116	154.318541851438	367.06173804772	309.070728211521
SHROOM1	0.902262085749452	1.07327673275	5.29989967630804	0.0946711792077922	1.8540837847671	0.863406089621709	1.2930229013576	2.09879567176104	1.5484579126793	5.70130100351721	1.00124505975079	0.215198761293181
SMARCD3	6.44914407201529	7.77265872787295	7.77566569990933	10.5716963211627	9.39836377908466	6.65044915140806	9.21917194214066	17.1153061072929	18.4533605700214	16.6260666284003	17.5128633962558	10.4350670393662
ATP2B1-AS1	46.25208	26.75794	33.80342	24.9031	22.83045	26.4481	20.55425	3.22229	5.263644	7.907794	32.95185	16.14977
SIGLEC1	2.214873	14.47424	1.874703	4.696988	5.09741	3.630284	2.871061	5.8920960000000004	10.23672	1.61025	2.504198	6.302925
TMTC2	4.848934	4.517271	11.58896	6.848455	2.655763	8.247332	6.114477	4.394078	7.388682	3.615705	5.194325	3.855629
AP003774.6	1.33024843386307	4.90526238365584	6.91680106013796	3.39359450075785	7.42574474816676	8.68727709275697	4.78524205549236	4.40025656747829	7.31153027967917	4.40472097124891	6.44967577757464	4.3103918311391904
ZMAT4	0.137655530999302	1.0982365171913	1.9037034428778	0.523136891746253	0	7.26105095641333	1.81946336358079	0.998969132385959	2.45882935511554	4.22975734634774	1.61897286235699	15.2090724835069
RNF165	0.7786907	0.3494182	1.367735	1.043808	0.4033582	0.8212679	0.7876754	0.7128036	2.653925	0.6174101	0.8343707	1.025732
COL13A1	0.658044347163872	0	3.21615440590167	1.76837702596665	0	2.95569121341183	0.599753209715523	0	1.05533714336713	0.569623997817904	0.279809071380582	1.08558993269259
LINGO2	1.58988212328978	0.0325285164784757	2.2644743738964	0	0.129583248677528	0.919203280740817	0.236328709700794	1.38965060559654	2.23674666209307	0.531096031820262	0.666296090780442	0.128461867180674
LGALS9B	7.21344	0.6793568	6.122245	2.281732	5.925476	16.49953	5.74277	6.226005	14.36744	7.968606	1.343963	8.578102
KIR2DP1	1.222858	1.167595	1.418546	0.9358759	0.5828745	4.0779	0.6611182	0.7833612	1.761502	2.681935	0.4833958	2.112042
KIR2DL1	17.64621	5.93098	13.34031	10.98694	9.893764	17.64331	5.922961	9.1678	11.64355	12.94057	7.10235	6.905642
KIR2DL4	7.848898	2.256524	4.561387	0.2846906	12.51436	8.493251	0.5720284	5.863397	1.982234	8.628807	2.098979	11.55354
LDB2	1.89392097872393	0	2.05339721985267	3.16138108750149	0	3.45263751320268	0.546361220480062	0	1.15147479050729	0.988079335250766	0.312110150461401	0.408614393274409
SH2D1B	55.8539620216937	17.8212806187644	118.437282953385	53.5882651923145	57.2222833074289	99.8121779316211	45.2006934471897	31.0746408503588	45.467775856877	42.8554028402877	22.2165530145996	70.906127174447
LGALS9C	11.69867	6.115985	16.01571	0.3245094	1.49806	28.4475	0.8819777	7.120532	6.411816	9.245675	0.5101873	9.068373
BNC2	1.03586988465144	0.143019407209474	2.86306138850169	3.54511503982135	2.20170557488979	2.42986387139864	2.00521877412203	1.81944806860875	3.21560932213185	1.26981823331007	1.25310764632094	1.70385942791465
ERBB2	7.005399	2.296408	2.365544	10.56285	8.266375	9.143698	7.306948	5.05352	7.270565	7.77924	4.717986	7.272403
FAT4	0.137532928898683	0	0	0.0339895814058092	0.100946201111647	0.167468372112837	0.111103467087864	0.10200720022815	0.178621219230851	0.0353193353749143	0	0.0454529391904816
NCAM1	11.8662466168443	2.70631184389865	8.58174740823689	9.5845740745702	8.76580319966891	9.16640662212391	11.2372422437477	8.06954660376919	11.7390103301338	11.6446146502575	6.97143194540188	8.5317965107454
ADAMTS1	0.889388	4.834384	4.112543	10.07801	3.811999	6.328231	2.696423	4.626012	4.720688	6.48724	1.250189	1.605541
NCR1	24.02082	2.916075	11.77071	7.860614	12.21001	10.03777	12.03288	11.98445	23.84591	14.87032	4.48739	8.858727
SPTSSB	3.34632290650741	0	8.86616319822925	7.57151084988327	3.46237625854289	4.85307258225937	0.626087889423039	2.91291464105352	4.87046875725887	2.05712223821379	2.28608805827004	2.75899412854946
GNAL	3.290811	0.4881182	2.752212	4.499408	2.556013	3.003307	2.976761	1.930111	3.80822	2.793705	1.164664	0.8368794
KIR2DL3	35.22011	5.024767	31.29703	8.779109	15.91392	13.80825	22.19143	28.37407	29.26068	18.34548	6.649766	12.984
KIR2DS4	4.283175	20.27526	24.37853	14.00705	39.65489	28.78588	15.71157	10.73903	21.51419	16.66741	0.06213037	42.14681
ARVCF	0.7538042	0	4.689558	2.708322	0.9670674	0.7993283	2.172124	2.752059	2.323997	3.402949	1.716017	1.230973
LINC00298	1.23499304271145	0.172433027179097	1.20697352691785	0.0896775212232544	1.4499265532769	0.798407804247088	1.05294277853529	0.161470978353807	1.80346340550888	1.68764400618767	0.25482887881522	0.0600927774747517
KIR3DL1	3.782074	10.82443	57.30485	18.34419	16.85334	19.98932	8.009719	37.06304	37.17996	43.79383	7.512658	24.15633
NMUR1	6.38215897688832	3.35804726457697	9.83935620251312	15.9052282626463	7.3205227386812	7.61276613360831	8.78908358526645	8.55875182574103	13.6170574792165	7.09816853523277	4.4647648384661	6.61517084105238
RP11-20I20.4	10.0617059096589	16.2030057713341	22.5298129925064	24.0789961073775	11.2460472560789	15.7760839641096	31.169485680898	15.138507249344901	28.740139615586	14.3574421847414	6.75712762292334	18.1798907700374
KIR3DX1	2.686007	1.030783	3.823878	3.681758	1.507983	2.082739	2.09742	2.547126	1.363332	1.192126	3.293414	1.857058
KIR3DL2	27.91111	5.447602	13.52493	12.17832	26.97575	39.24615	20.74192	12.7966	11.10972	11.67687	10.06897	30.70296
LRRC43	0.1844623	0	0	2.41833	0	1.712197	0.1843653	1.005491	1.334134	0.9405968	0.7618221	2.258981
KLRF1	87.23232	31.00997	155.8535	127.8185	47.17596	113.6263	70.99809	58.15813	127.7787	55.45516	35.7671	68.78871
CTB-61M7.1	0	0	0.5820547	0	0.003271479	0	0	0.4677693	0.7781735	0	0.08025179	0
RP11-121A8.1	5.91915458800397	3.60156093096471	9.2302085547276	1.50058083711517	2.46116407989698	2.6942223921436	4.59374105893846	6.24227292155487	4.55619897570263	2.91216360077922	1.51937468819344	2.35872316132675
ZNF876P	0.445097530127164	1.22448108815613	1.33788659216104	0.463769625992845	0.358488622339452	1.60862518473006	1.84847897369811	0.749118411591192	1.9996081322646	1.10391128600803	1.01761786133605	1.43958388729139
PRSS23	56.5412268640323	27.7798863362844	31.0847125916936	48.9784720534979	25.2354387242002	23.6994622987096	38.301577579412	30.306395651696	31.6445614782534	18.8171731121614	12.8235266659192	15.0158944162886
KLRC3	14.36746	2.261852	14.73237	6.790153	9.268727	13.41984	8.851547	13.2911	13.53755	8.794301	7.561149	8.154752
CARMIL3	0	0	0.3334752	0	0.2653132	0.6724557	0.08509563	0.0198155	0.09993408	0.092364280000000007	0.2100608	0.236919
CD160	21.8488032586842	14.2950496154925	31.1903294562493	22.8791315233614	23.7909214953192	32.122914858939	11.091426820471	25.2049071481021	65.1870490403502	12.3046659173278	22.3616360806857	16.0634333137436
KLRC2	26.6135	7.185129	66.35725	21.61484	27.86214	2.510813	35.54947	46.42351	54.36276	7.748761	12.69427	11.42779
EIF4A2P1	0	0	1.377755	1.080267	0.5358986	0.3755627	0.3356649	1.560129	0.7010318	1.628002	0.2050725	0.580692
TRDJ1	399.2886	458.2532	1234.3	352.5831	359.0786	637.7242	489.51	207.2215	721.4065	601.6627	324.1588	258.2857
RP11-605P22.1	2.15603335465288	1.63041058562293	0.146095893604645	0	0.889187576692973	0	2.31138090648541	0.134323274337511	1.38177237398804	0.939126221604078	0	0
RP11-705C15.5	16.0544946083584	3.61412657733352	21.0979472128907	13.2977662158849	15.0928799802222	18.1079457972125	8.80473028900602	9.02449086519407	17.1949607600309	3.01312955487228	0.615056473613038	16.5501319646384
DGKK	0.01291951	0.1123014	1.193069	2.74681	0.3352991	0.1744372	0.05178792	0.1016315	0.2326153	0.3285828	0.02376116	0.2852445
HMGB3P32	4.451802	2.938362	6.056622	3.501472	3.752423	1.622592	1.390308	2.664006	3.48479	3.071448	0.2550316	1.095314
FASLG	14.7267542936811	7.45823563619716	14.2036198784758	7.17476154227725	15.1859001274848	9.18825978572676	18.5997833676723	22.5443076182605	29.222676927066	19.6384939641042	4.71865793730165	4.87523835033075
PDGFRB	1.99395857780832	7.29413860550609	4.78303915769181	2.71647503039404	4.14716258593997	3.06516694338918	2.81090263684855	6.33931293010449	9.76976939207178	4.90676346066955	2.67258776827071	0.417044864041025
LINC00299	5.83409263313207	1.83684337988668	3.7061260619461	10.4351629078608	10.7621215058602	4.14323841391656	4.55065733681774	3.95999347500503	6.81310172966158	6.15577239005762	1.6118727520181	4.69118094630574
SORBS2	0.813497150854724	2.98112827758843	2.53946436163622	0.296421913154588	0.504765872079213	0.2799524731547	2.9015572785334802	1.97191993918945	13.7448000371555	7.58549137528812	2.219499942751	1.3141366957863
CYP4F29P	5.688696	2.650352	4.622255	0	3.265947	0.2382189	1.996944	0.2484551	0.09299288	9.302634	0.4296485	2.449219
CTD-2616J11.2	0	0	0.6863077	0.7618651	0.248784	0	0.5009675	0	1.71608	0.8994618	0.2588885	0.6602521
SLCO4C1	6.01284570020046	6.66614860781594	8.45572675226937	9.45208309433717	7.54117135255559	7.67539785050708	9.38157027784658	3.64988242201709	6.28520311137883	4.7093438802256	3.04008547804853	6.02261348662895
GALNT18	0.326098641989634	0	0.620469597566544	0	0	0	0	0.178075570082821	0	0	0.224826093754427	0
TTC38	75.84518	37.668	75.83884	95.55395	51.71361	41.26284	62.74936	46.76998	68.15395	48.18451	55.44496	42.88255
GOLGA8N	3.193175	1.209582	4.367778	4.116551	3.466365	2.693464	2.328199	3.105105	3.960959	2.982302	2.771542	4.010099
SLFN13	13.4449	3.593811	12.06011	13.4492	13.58163	11.68135	17.86107	16.86711	19.63281	28.37036	5.201018	18.50358
SPON2	99.4389197191268	84.504173206972	146.693164655438	215.830313856781	93.8673237330113	122.568712359068	76.1494962723387	71.3730921730791	110.090768811692	57.6389914648754	78.8127521720143	90.4734989767584
PDGFD	11.0499788424803	1.13708410785152	10.2477354316615	9.24845742055273	7.13785312201671	5.06570798377251	4.80589073668237	7.28285172348297	7.87490202650163	4.79372567353262	4.89421141484483	8.5387814242542
VIT	0.503762151560174	0.19491068958474	1.11432598958768	0.244444482110948	1.3202778582877	0	0.757010295286992	0.733571480180112	0.654060407196207	1.01833713182543	0	0.36761337221004
PODN	3.23454890924267	2.02254695836467	1.68308969086845	0.964958846754877	2.72904208565936	0.556493848502867	1.80517457750557	1.02498560867719	0.848417571752404	1.77207261572839	0.741114983961079	1.54475156809225
GFOD1	6.79788774481877	3.72091884601191	7.63341652958926	3.08327125412663	3.98511000507126	5.32160199950335	6.84773601919814	4.6626905109036	7.00159288146615	5.31262689946191	6.40059350528749	4.20252422606124
LINC01505	0	0.123161791422714	1.91701105464024	1.84000466701321	0.581982210769831	1.75679222001887	0.168437682201573	0.131366203723616	1.46914999989023	0.398096263060607	0.759271409511292	0.141288078242043
B3GNT7	9.72184267640808	3.07106490883654	8.61980111724317	7.82877016175659	5.93899372651238	20.2497600723506	2.68146297617821	1.77428672079673	1.60237984341174	2.94807643075147	9.46410570904875	17.1137735123344
TSPOAP1	19.66373	14.12375	34.27614	21.19316	12.62294	13.81089	22.28131	19.50109	26.29487	12.56525	15.64368	22.32531
FKBP10	1.090846	0	0	0	0.290488	1.441241	0.4990063	0	0.4948771	1.065687	0	0
FEZ1	8.32234319020481	9.60811761624843	21.356945784191	17.5783444905024	3.52530532548627	10.0067930865169	6.51616463905133	3.29043324494793	20.3149812326199	8.23295193651253	6.94107910215896	3.59765095577759
GOLM1	12.3337961027929	7.69793370174433	15.7312371781333	12.3396398001672	11.9381330792201	8.8204866871394	10.2951717210405	7.62108993402624	12.5203023663243	12.6887036657235	8.73769208112486	10.9832777884162
AC092566.1	0	0	0	2.147343	17.18524	6.412566	0	0	0.9809483	9.55975	0	4.402987
LGR6	19.7888320145373	6.37701994687404	11.2768097785059	19.6212145024742	8.38389619350132	6.12285647809384	14.1165107022464	7.86963523656027	7.45016396591326	9.92175202201954	6.47728822457448	5.71564285091853
PTGDR	18.43794	10.83816	21.22279	21.18963	14.63939	22.86802	30.2707	13.90926	31.89571	26.40457	11.6808	19.04262
XCL2	3.76435624087378	0.527998219047053	5.99497878295096	3.1044019986402702	3.74661423381572	5.39475292895507	9.0256986188133	10.5045712302485	17.0924998027481	8.90456330286321	3.4233445832717	2.32245856845736
LINC00092	1.41573590210449	0.621815803073075	0.510293886672388	3.36133282827646	2.99073518174109	2.1751041227795	2.90024809181886	1.2182757806015	3.9014133837367	5.10153743084481	1.05516047707898	1.77280083475999
RGS17	1.29318534535356	0.364700113378292	0.202305290258103	0.612690915701998	1.20419678595086	0.363827857314116	1.08165798395716	0.398932938582562	2.31995324928655	0.363946546924312	0.46547769891804	0.698342550814946
SLC1A7	2.7130165914887	2.56086433664172	4.12012182192385	4.84807764607074	4.89154492489522	0.791847749531662	2.28519080070006	2.25360314439958	2.84497800061645	2.25677880306917	0.649158707510905	0
LEXM	2.49236539354465	2.42715100819734	3.16210121555572	3.92271103269865	1.94400924962926	1.70124749460362	1.76348484517979	1.70877630252981	2.18585972709814	0.950258795401968	1.01878374891455	0.339525019014923
COLGALT2	3.02794155030957	0.651558590897561	2.58684024889618	2.80185901868616	1.23616229356252	1.52821983647627	4.52831005045442	1.28096057318896	1.58579627956664	2.4100751938857	0.813382470998088	0.268204542684272
DTHD1	11.9437895529779	1.37897661853871	6.13571358718071	7.7740356237908	3.12425851065071	6.0408837329587	8.64236092536735	3.93074983015307	5.96083051204734	6.20691317272435	2.80213196612126	1.6602534260653
GNPTAB	35.91826	29.86874	34.30349	34.88922	31.03851	30.24242	45.09047	33.78474	36.16535	21.723020000000002	20.39485	33.06509
TOGARAM2	10.9803112968244	1.76308254074361	7.11643272886616	11.0272833253924	7.12798026875048	5.12896912033341	8.94995360727821	4.09946092687763	3.12061367238263	6.26151810186438	4.04592513324659	4.81648794467438
RHOBTB3	4.8654559685374	2.98146999554544	2.70585823260344	3.25845984270068	2.24375544113471	3.90247286891571	2.80253401332729	3.20196390851146	4.26080056306928	3.08324662691615	0.0505523603308464	4.81679058792226
ZNF683	99.7652284159963	114.965964251041	5.56263142151811	87.7974571196786	89.6900245647335	20.5238192371551	28.3350811236167	29.038566740119	13.1676599659593	30.1895782315805	35.9907125087384	9.88304057874384
